,time,T18,T19,T20,T21
2483,52097,22.1613,22.1339,6.66212,22.5
2484,52098,22.164,22.165,6.66223,22.526999999999997
2485,52099,22.1667,22.2188,6.6573899999999995,22.4706
2486,52102,22.1895,22.2188,6.65698,22.5
2487,52103,22.1744,22.1875,6.648569999999999,22.5312
2488,52104,22.1766,22.1958,6.62905,22.5312
2489,52105,22.1785,22.2188,6.63517,22.5284
2490,52106,22.1648,22.226999999999997,6.6085199999999995,22.4654
2491,52107,22.1783,22.2419,6.619860000000001,22.4078
2492,52108,22.1745,22.2732,6.61379,22.4701
2493,52109,22.1742,22.2188,6.6157,22.5
2494,52110,22.1594,22.2421,6.5770800000000005,22.4986
2495,52111,22.1761,22.2108,6.587510000000001,22.4386
2496,52112,22.1615,22.1721,6.57246,22.4375
2497,52113,22.185,22.2265,6.58943,22.4699
2498,52114,22.1853,22.2423,6.57672,22.5
2499,52115,22.1854,22.1952,6.5831,22.4989
2500,52116,22.1704,22.1875,6.55933,22.4688
2501,52117,22.1726,22.1875,6.55922,22.468000000000004
2502,52118,22.1683,22.1875,6.54411,22.4688
2503,52119,22.177,22.1801,6.534,22.4688
2504,52120,22.1723,22.1489,6.53534,22.4062
2505,52121,22.1855,22.0938,6.52911,22.4071
2506,52122,22.1864,22.1635,6.524380000000001,22.4382
2507,52123,22.1811,22.2116,6.52013,22.4684
2508,52124,22.1893,22.1803,6.51997,22.4369
2509,52125,22.1898,22.0867,6.530869999999999,22.4375
2510,52126,22.2089,22.125,6.52641,22.4375
2511,52127,22.1813,22.1441,6.51125,22.4375
2512,52128,22.2022,22.25,6.51545,22.4375
2513,52129,22.191999999999997,22.2744,6.5004,22.4375
2514,52130,22.198,22.1875,6.50445,22.4375
2515,52131,22.1985,22.1942,6.49817,22.4688
2516,52132,22.2065,22.25,6.50211,22.4688
2517,52133,22.1941,22.2567,6.48306,22.5
2518,52134,22.2045,22.2565,6.48519,22.5312
2519,52135,22.1922,22.2435,6.48104,22.5312
2520,52136,22.2114,22.25,6.48971,22.5001
2521,52137,22.2094,22.2378,6.47891,22.5312
2522,52138,22.2181,22.3375,6.49274,22.5
2523,52139,22.2115,22.3438,6.483219999999999,22.5
2524,52140,22.2202,22.3125,6.50056,22.5
2525,52141,22.2246,22.3125,6.47668,22.5
2526,52142,22.2317,22.3438,6.48555,22.5307
2527,52143,22.2225,22.3125,6.47668,22.5007
2528,52144,22.2358,22.3319,6.48529,22.4697
2529,52145,22.2357,22.2753,6.48327,22.4378
2530,52146,22.2485,22.2443,6.4749099999999995,22.4688
2531,52147,22.2335,22.2188,6.48296,22.4688
2532,52148,22.2422,22.2245,6.4854,22.5
2533,52149,22.2378,22.2445,6.4873199999999995,22.5
2534,52150,22.2366,22.2132,6.49827,22.5612
2535,52151,22.2226,22.1875,6.45135,22.5312
2536,52152,22.2372,22.1875,6.434880000000001,22.4713
2537,52153,22.2202,22.1821,6.4401,22.5
2538,52154,22.2372,22.125,6.4907900000000005,22.5299
2539,52155,22.2353,22.1614,6.5004,22.5014
2540,52156,22.2267,22.1562,6.4937,22.5312
2541,52157,22.2374,22.125,6.4961400000000005,22.5297
2542,52158,22.2437,22.12,6.50014,22.4391
2543,52159,22.2333,22.125,6.48747,22.4688
2544,52160,22.2393,22.0625,6.48913,22.4688
2545,52161,22.2352,22.0938,6.46572,22.4393
2546,52162,22.2352,22.1394,6.46328,22.4062
2547,52163,22.2441,22.2188,6.46743,22.4062
2548,52164,22.2374,22.2188,6.46525,22.4062
2549,52165,22.2366,22.1875,6.45487,22.4375
2550,52166,22.2482,22.1296,6.46073,22.4082
2551,52167,22.2354,22.125,6.44386,22.4666
2552,52168,22.2502,22.0938,6.43945,22.5
2553,52169,22.2293,22.0625,6.42839,22.5603
2554,52170,22.2354,22.0668,6.4152,22.5602
2555,52171,22.2163,22.098000000000003,6.40025,22.5938
2556,52172,22.2246,22.125,6.39366,22.5625
2557,52173,22.2202,22.0897,6.38278,22.56
2558,52174,22.2266,22.0354,6.3722199999999996,22.5625
2559,52175,22.2322,22.0938,6.36659,22.5312
2560,52176,22.2375,22.1562,6.3692,22.5
2561,52177,22.2324,22.1289,6.34473,22.5
2562,52178,22.2224,22.1562,6.330430000000001,22.4688
2563,52179,22.2247,22.1893,6.3129800000000005,22.4433
2564,52180,22.2308,22.2188,6.30623,22.4688
2565,52181,22.233,22.2225,6.2891,22.5284
2566,52182,22.2458,22.2464,6.288469999999999,22.5594
2567,52183,22.2374,22.2535,6.31724,22.5938
2568,52184,22.2351,22.25,6.31038,22.5686
2569,52185,22.2344,22.3125,6.31049,22.5938
2570,52186,22.2503,22.2812,6.36837,22.5938
2571,52187,22.2311,22.3091,6.3884099999999995,22.5971
2572,52188,22.2417,22.221999999999998,6.41951,22.6233
2573,52189,22.2441,22.25,6.47387,22.6213
2574,52190,22.2544,22.2251,6.49349,22.625
2575,52191,22.2398,22.2812,6.5411,22.625
2576,52192,22.2483,22.2842,6.57609,22.625
2577,52193,22.2464,22.3125,6.58975,22.5974
2578,52194,22.272,22.3181,6.63507,22.5351
2579,52195,22.2511,22.3438,6.646389999999999,22.5312
2580,52196,22.2701,22.3438,6.67426,22.5039
2581,52197,22.2745,22.3125,6.6917100000000005,22.5585
2582,52198,22.2855,22.3464,6.71782,22.5312
2583,52199,22.2727,22.4375,6.71632,22.504
2584,52200,22.2858,22.4062,6.74004,22.526999999999997
2585,52201,22.2923,22.4038,6.746689999999999,22.625
2586,52202,22.2881,22.4062,6.76222,22.5667
2587,52203,22.3028,22.4375,6.77089,22.4776
2588,52204,22.3012,22.4688,6.78604,22.4733
2589,52205,22.2989,22.4688,6.76284,22.5
2590,52206,22.3074,22.5021,6.7686,22.5267
2591,52207,22.3054,22.5333,6.76455,22.5625
2592,52208,22.3227,22.5604,6.76668,22.5892
2593,52209,22.3249,22.5294,6.751519999999999,22.6202
2594,52210,22.3209,22.5,6.74072,22.6825
2595,52211,22.3294,22.4981,6.72515,22.6875
2596,52212,22.3211,22.4671,6.712060000000001,22.6612
2597,52213,22.3357,22.4046,6.71212,22.6875
2598,52214,22.3358,22.375,6.688339999999999,22.6711
2599,52215,22.3314,22.3422,6.69446,22.6614
2600,52216,22.3509,22.2798,6.6795100000000005,22.6562
2601,52217,22.3531,22.2812,6.683510000000001,22.7761
2602,52218,22.3553,22.3138,6.67479,22.8904
2603,52219,22.353,22.3424,6.66798,22.9062
2604,52220,22.3401,22.2812,6.63393,22.8231
2605,52221,22.3485,22.2489,6.63325,22.75
2606,52222,22.3358,22.2176,6.60756,22.6932
2607,52223,22.3486,22.1875,6.609319999999999,22.7445
2608,52224,22.3444,22.2188,6.58985,22.7244
2609,52225,22.3591,22.2188,6.582889999999999,22.7188
2610,52226,22.3466,22.2197,6.54645,22.7131
2611,52227,22.3463,22.1867,6.5438,22.7696
2612,52228,22.338,22.1867,6.50087,22.7812
2613,52229,22.3549,22.1891,6.4896,22.75
2614,52230,22.3506,22.3131,6.46977,22.7188
2615,52231,22.3659,22.3744,6.45056,22.7438
2616,52232,22.3534,22.3431,6.43089,22.7691
2617,52233,22.3574,22.2809,6.41131,22.7812
2618,52234,22.3381,22.25,6.37669,22.6939
2619,52235,22.3489,22.2812,6.3568,22.6313
2620,52236,22.3317,22.2498,6.33936,22.6186
2621,52237,22.3424,22.2495,6.31984,22.5938
2622,52238,22.3382,22.1252,6.298030000000001,22.6186
2623,52239,22.3457,22.1562,6.298030000000001,22.6743
2624,52240,22.3336,22.1877,6.254630000000001,22.7188
2625,52241,22.3339,22.2814,6.24783,22.7121
2626,52242,22.34,22.3749,6.2281,22.6386
2627,52243,22.3574,22.4062,6.21528,22.6806
2628,52244,22.3616,22.4062,6.216880000000001,22.625
2629,52245,22.3684,22.3753,6.19975,22.6805
2630,52246,22.3702,22.375,6.19721,22.7429
2631,52247,22.362,22.4062,6.164969999999999,22.8055
2632,52248,22.3596,22.4062,6.138330000000001,22.7884
2633,52249,22.3599,22.375,6.132000000000001,22.8052
2634,52250,22.3766,22.4057,6.1273800000000005,22.7572
2635,52251,22.3706,22.3757,6.11892,22.7574
2636,52252,22.3962,22.4056,6.1226,22.7738
2637,52253,22.3686,22.4062,6.08844,22.8125
2638,52254,22.3748,22.4678,6.07526,22.8125
2639,52255,22.3642,22.4688,6.05781,22.8125
2640,52256,22.3942,22.5304,6.05106,22.8125
2641,52257,22.3882,22.5,6.0451,22.836
2642,52258,22.3966,22.5,6.04442,22.8438
2643,52259,22.3861,22.4688,6.05122,22.8203
2644,52260,22.3948,22.4987,6.04068,22.8125
2645,52261,22.3967,22.5,6.0317,22.8357
2646,52262,22.4099,22.5312,6.0426,22.9062
2647,52263,22.3924,22.5312,5.98872,22.8981
2648,52264,22.4054,22.5611,5.9017599999999995,22.875
2649,52265,22.401,22.5596,5.84875,22.875
2650,52266,22.3863,22.5625,5.83795,22.9062
2651,52267,22.3988,22.5625,5.82912,22.8978
2652,52268,22.4121,22.5625,5.83343,22.851999999999997
2653,52269,22.4225,22.5919,5.833480000000001,22.8438
2654,52270,22.4206,22.5938,5.8223199999999995,22.8438
2655,52271,22.4203,22.5956,5.80451,22.875
2656,52272,22.4226,22.625,5.80249,22.889
2657,52273,22.418000000000003,22.625,5.769830000000001,22.875
2658,52274,22.4013,22.5665,5.75047,22.8125
2659,52275,22.4334,22.5625,5.7994699999999995,22.7276
2660,52276,22.4099,22.5625,5.7786599999999995,22.75
2661,52277,22.3944,22.5312,5.76116,22.7412
2662,52278,22.401,22.5024,5.75701,22.7278
2663,52279,22.3947,22.4399,5.75462,22.7408
2664,52280,22.3883,22.4062,5.75068,22.7278
2665,52281,22.4098,22.4062,5.76345,22.75
2666,52282,22.4011,22.3775,5.77201,22.8344
2667,52283,22.3902,22.3438,5.76537,22.875
2668,52284,22.3668,22.2527,5.73583,22.8312
2669,52285,22.3771,22.25,5.73951,22.7718
2670,52286,22.3728,22.1902,5.72866,22.7406
2671,52287,22.3579,22.1562,5.74611,22.7404
2672,52288,22.3489,22.0967,5.74611,22.75
2673,52289,22.3361,22.0938,5.7571699999999995,22.7283
2674,52290,22.3249,22.0938,5.73775,22.7188
2675,52291,22.342,22.0031,5.7651,22.6875
2676,52292,22.3271,21.9406,5.774030000000001,22.7715
2677,52293,22.3184,21.9655,5.79542,22.8452
2678,52294,22.3204,21.9968,5.81074,22.875
2679,52295,22.3203,22.028000000000002,5.81536,22.8324
2680,52296,22.2987,22.0278,5.8282300000000005,22.8336
2681,52297,22.2921,22.0312,5.83291,22.8438
2682,52298,22.2832,22.0312,5.8503,22.8961
2683,52299,22.2683,21.9724,5.88269,22.875
2684,52300,22.2723,21.9375,5.89599,22.875
2685,52301,22.2443,21.9651,5.89843,22.9166
2686,52302,22.2483,22.0,5.9286900000000005,22.9582
2687,52303,22.2311,22.0312,5.93321,22.9062
2688,52304,22.229,22.0312,5.95294,22.8957
2689,52305,22.2205,22.0352,5.96389,22.8803
2690,52306,22.226999999999997,22.0273,5.98996,22.8545
2691,52307,22.2268,22.0312,6.00968,22.8232
2692,52308,22.2183,22.0312,6.035480000000001,22.7921
2693,52309,22.203000000000003,22.0,6.01026,22.75
2694,52310,22.2007,22.0042,6.0467,22.7704
2695,52311,22.1876,21.9731,6.0509,22.7702
2696,52312,22.1941,21.9106,6.09244,22.7812
2697,52313,22.1857,21.96,6.1098300000000005,22.7389
2698,52314,22.1728,22.0222,6.14679,22.75
2699,52315,22.1749,22.1205,6.15423,22.8012
2700,52316,22.1829,22.1562,6.17748,22.7812
2701,52317,22.1871,22.1562,6.18142,22.75
2702,52318,22.1746,22.1562,6.190869999999999,22.75
2703,52319,22.198,22.1515,6.20136,22.7698
2704,52320,22.1961,22.1562,6.21221,22.7812
2705,52321,22.1875,22.1826,6.21641,22.7812
2706,52322,22.1877,22.1612,6.22997,22.7616
2707,52323,22.2023,22.2188,6.25125,22.7306
2708,52324,22.1856,22.1926,6.24757,22.6875
2709,52325,22.1915,22.1715,6.26215,22.6875
2710,52326,22.1874,22.125,6.2715,22.7188
2711,52327,22.1958,22.125,6.288469999999999,22.7188
2712,52328,22.1854,22.1875,6.3082,22.738000000000003
2713,52329,22.1957,22.193,6.323259999999999,22.7309
2714,52330,22.1875,22.1562,6.330430000000001,22.6875
2715,52331,22.1765,22.0992,6.33411,22.6753
2716,52332,22.1854,22.0625,6.36043,22.7064
2717,52333,22.1979,22.0625,6.36256,22.7063
2718,52334,22.180999999999997,22.0057,6.38239,22.6185
2719,52335,22.1852,21.9434,6.41297,22.5751
2720,52336,22.1855,21.9121,6.4368,22.5938
2721,52337,22.1878,21.9121,6.46972,22.6624
2722,52338,22.1703,21.8558,6.48498,22.706
2723,52339,22.1766,21.8438,6.50663,22.7003
2724,52340,22.166,21.875,6.51779,22.6875
2725,52341,22.1641,21.875,6.53981,22.6562
2726,52342,22.1615,21.8438,6.54204,22.638
2727,52343,22.1661,21.8125,6.56177,22.6746
2728,52344,22.1655,21.8125,6.5723,22.6562
2729,52345,22.1488,21.8438,6.579160000000001,22.6381
2730,52346,22.1441,21.8438,6.5749,22.625
2731,52347,22.1592,21.8685,6.6070899999999995,22.660999999999998
2732,52348,22.1439,21.8438,6.624219999999999,22.7367
2733,52349,22.1526,21.8191,6.626869999999999,22.7367
2734,52350,22.1461,21.8125,6.6352199999999995,22.701
2735,52351,22.1312,21.7812,6.63788,22.7052
2736,52352,22.1412,21.7255,6.652410000000001,22.625
2737,52353,22.1162,21.75,6.6573899999999995,22.6074
2738,52354,22.1102,21.8056,6.654260000000001,22.6181
2739,52355,22.1112,21.8611,6.644419999999999,22.6074
2740,52356,22.1173,21.9304,6.624739999999999,22.6562
2741,52357,22.1154,21.9375,6.602939999999999,22.6562
2742,52358,22.1151,21.8892,6.593789999999999,22.6214
2743,52359,22.1068,21.8917,6.54697,22.6336
2744,52360,22.109,21.9135,6.5483400000000005,22.6562
2745,52361,22.0874,21.9688,6.522469999999999,22.6218
2746,52362,22.0937,21.9137,6.502680000000001,22.554000000000002
2747,52363,22.0852,21.8512,6.48535,22.5312
2748,52364,22.0936,21.8363,6.48944,22.5397
2749,52365,22.0723,21.8438,6.45944,22.5625
2750,52366,22.0788,21.8986,6.45035,22.4832
2751,52367,22.0765,21.961,6.43291,22.4688
2752,52368,22.0809,22.0,6.42419,22.5021
2753,52369,22.0423,21.9688,6.37275,22.5479
2754,52370,22.0743,21.9688,6.38733,22.5479
2755,52371,22.072,21.991999999999997,6.36334,22.5477
2756,52372,22.0745,22.0,6.35478,22.5312
2757,52373,22.0634,21.9688,6.31989,22.4982
2758,52374,22.0829,21.9539,6.3089900000000005,22.4688
2759,52375,22.0548,21.9688,6.2872900000000005,22.4688
2760,52376,22.0593,21.9227,6.27426,22.4688
2761,52377,22.0483,21.8834,6.26294,22.5009
2762,52378,22.0548,21.8522,6.2457,22.5076
2763,52379,22.0567,21.875,6.23433,22.5161
2764,52380,22.0744,21.9062,6.23651,22.5
2765,52381,22.0716,21.9289,6.22306,22.5235
2766,52382,22.0593,22.0,6.18709,22.5472
2767,52392,22.0308,21.875,6.01415,22.625
2768,52393,22.0307,21.8438,5.99899,22.6562
2769,52394,22.0203,21.8125,5.98404,22.6884
2770,52395,22.0197,21.855999999999998,5.96389,22.64
2771,52396,22.0263,21.875,5.95559,22.6562
2772,52397,22.0133,21.8438,5.93352,22.7488
2773,52398,22.0134,21.8438,5.91421,22.7664
2774,52399,22.0005,21.8125,5.88831,22.75
2775,52400,22.0134,21.8555,5.8817699999999995,22.7336
2776,52401,22.0002,21.8964,5.8640099999999995,22.7666
2777,52402,22.0007,21.9161,5.8556,22.7334
2778,52403,22.0004,21.8849,5.844180000000001,22.7334
2779,52404,22.0067,21.875,5.83774,22.75
2780,52405,22.0002,21.885,5.80966,22.7644
2781,52406,22.0109,21.9062,5.80514,22.7812
2782,52407,22.0066,21.8852,5.79397,22.7527
2783,52408,22.0068,21.9062,5.77067,22.7188
2784,52409,22.0003,21.9483,5.75317,22.7473
2785,52410,22.0091,21.9688,5.75509,22.75
2786,52411,22.0025,22.0,5.73541,22.764
2787,52412,22.0109,22.0,5.73946,22.7641
2788,52413,21.9919,21.9587,5.707330000000001,22.7812
2789,52414,21.9913,21.9375,5.69782,22.7812
2790,52415,21.9805,21.875,5.67208,22.7673
2791,52416,21.9803,21.8438,5.6673,22.7774
2792,52417,21.959,21.8017,5.63091,22.8613
2793,52418,21.9779,21.75,5.63698,22.8438
2794,52419,21.956999999999997,21.7906,5.60724,22.7542
2795,52420,21.9719,21.864,5.61741,22.7635
2796,52421,21.9632,21.9265,5.58953,22.7323
2797,52422,21.9504,21.8973,5.593319999999999,22.75
2798,52423,21.933000000000003,21.8438,5.55885,22.7633
2799,52424,21.9502,21.8237,5.56555,22.75
2800,52425,21.9326,21.8238,5.54747,22.7277
2801,52426,21.9414,21.8125,5.5347,22.7006
2802,52427,21.9242,21.8324,5.52396,22.6875
2803,52428,21.9305,21.8865,5.52998,22.7004
2804,52429,21.910999999999998,21.875,5.49976,22.7188
2805,52430,21.9108,21.8438,5.49748,22.75
2806,52431,21.9019,21.8438,5.47349,22.7372
2807,52432,21.9085,21.8438,5.4669,22.6562
2808,52433,21.916999999999998,21.875,5.48168,22.5682
2809,52434,21.9109,21.9062,5.46064,22.5312
2810,52437,21.9019,21.9446,5.438359999999999,22.5124
2811,52438,21.8978,21.9879,5.40613,22.5189
2812,52439,21.9018,21.9688,5.42048,22.5189
2813,52440,21.9019,21.9498,5.41195,22.4931
2814,52441,21.8996,21.9375,5.41821,22.5312
2815,52442,21.8975,21.9062,5.38641,22.5625
2816,52443,21.8867,21.9187,5.37754,22.5505
2817,52444,21.8869,21.875,5.37115,22.5192
2818,52445,21.8931,21.8562,5.36839,22.4808
2819,52446,21.8934,21.8438,5.353940000000001,22.5118
2820,52447,21.901999999999997,21.8251,5.349480000000001,22.5744
2821,52448,21.8911,21.8438,5.35801,22.5938
2822,52449,21.9018,21.875,5.35119,22.6366
2823,52450,21.8762,21.875,5.314690000000001,22.625
2824,52451,21.8827,21.8309,5.3169699999999995,22.6133
2825,52452,21.8827,21.8438,5.31246,22.6052
2826,52453,21.8761,21.875,5.31203,22.5938
2827,52454,21.8738,21.8125,5.29226,22.5822
2828,52455,21.8695,21.8125,5.3054,22.5625
2829,52456,21.8672,21.7944,5.2710300000000005,22.5
2830,52457,21.8694,21.732,5.2685699999999995,22.5199
2831,52458,21.8737,21.7188,5.2729800000000004,22.5111
2832,52459,21.8695,21.7679,5.27065,22.5201
2833,52460,21.8756,21.7456,5.26813,22.4486
2834,52461,21.8694,21.6698,5.25354,22.4688
2835,52462,21.8627,21.6562,5.25098,22.511
2836,52463,21.8542,21.6699,5.24667,22.5203
2837,52464,21.8497,21.625,5.23135,22.5
2838,52465,21.8369,21.625,5.22486,22.5205
2839,52466,21.8452,21.6875,5.22244,22.541999999999998
2840,52467,21.840999999999998,21.7014,5.20974,22.5519
2841,52468,21.8409,21.6875,5.2032,22.4688
2842,52469,21.8364,21.6702,5.19405,22.4793
2843,52470,21.8278,21.6703,5.17485,22.4895
2844,52471,21.8173,21.6875,5.16211,22.5312
2845,52472,21.8363,21.7359,5.1855199999999995,22.4896
2846,52473,21.8385,21.7018,5.17466,22.5
2847,52474,21.8313,21.6875,5.17267,22.5
2848,52475,21.8215,21.6875,5.161630000000001,22.4898
2849,52476,21.8259,21.6394,5.15765,22.4475
2850,52477,21.8106,21.6418,5.131390000000001,22.4375
2851,52480,21.8192,21.7041,5.1502,22.3848
2852,52481,21.8064,21.7188,5.12887,22.4111
2853,52482,21.7979,21.7188,5.11385,22.4183
2854,52483,21.7953,21.7188,5.10735,22.3438
2855,52484,21.8062,21.6548,5.10934,22.375
2856,52485,21.8058,21.6088,5.1154,22.4157
2857,52486,21.8105,21.61,5.1169,22.3968
2858,52487,21.8148,21.6401,5.10939,22.375
2859,52488,21.8064,21.6562,5.10275,22.3438
2860,52489,21.8232,21.5938,5.1091,22.375
2861,52490,21.8103,21.5306,5.10867,22.4248
2862,52491,21.795,21.5,5.08488,22.4688
2863,52492,21.8015,21.5784,5.08754,22.4596
2864,52493,21.8037,21.7033,5.09782,22.4284
2865,52494,21.7993,21.6953,5.08294,22.375
2866,52495,21.8014,21.625,5.07223,22.375
2867,52496,21.7889,21.6407,5.07465,22.3527
2868,52497,21.7992,21.656,5.07843,22.3663
2869,52498,21.7823,21.703000000000003,5.067769999999999,22.3525
2870,52499,21.7909,21.7654,5.08701,22.3038
2871,52500,21.7887,21.7966,5.07862,22.2585
2872,52501,21.8082,21.7506,5.09379,22.3125
2873,52502,21.8039,21.7348,5.0788199999999994,22.3665
2874,52503,21.8146,21.7339,5.08071,22.398000000000003
2875,52504,21.793000000000003,21.75,5.07199,22.375
2876,52505,21.7974,21.75,5.07218,22.3582
2877,52506,21.7911,21.765,5.0636,22.3044
2878,52507,21.8061,21.7963,5.08104,22.2648
2879,52508,21.7975,21.7664,5.072080000000001,22.2105
2880,52509,21.7957,21.796,5.0445,22.1875
2881,52510,21.8019,21.8125,5.05706,22.2188
2882,52511,21.8042,21.9062,5.048430000000001,22.2188
2883,52512,21.8061,21.875,5.05701,22.1875
2884,52513,21.8085,21.877,5.05711,22.1484
2885,52514,21.8126,21.8438,5.056719999999999,22.125
2886,52515,21.8214,21.8438,5.05919,22.1326
2887,52516,21.8384,21.8438,5.08924,22.1562
2888,52517,21.8238,21.8125,5.07014,22.0938
2889,52518,21.8234,21.7983,5.06724,22.0938
2890,52519,21.8173,21.7812,5.059769999999999,22.1637
2891,52520,21.8275,21.7671,5.08207,22.2113
2892,52521,21.8234,21.7359,5.0653,22.2115
2893,52522,21.8255,21.6875,5.0654900000000005,22.1802
2894,52523,21.8126,21.6875,5.04815,22.1875
2895,52524,21.8214,21.6597,5.059,22.1945
2896,52525,21.8105,21.6111,5.052309999999999,22.2429
2897,52526,21.8126,21.5763,5.04165,22.1804
2898,52527,21.8082,21.5801,5.04805,22.1425
2899,52528,21.8298,21.5762,5.0591,22.1562
2900,52529,21.8108,21.5,5.06118,22.1006
2901,52530,21.8108,21.5135,5.06578,22.1183
2902,52531,21.7977,21.4552,5.04189,22.0938
2903,52532,21.8085,21.4241,5.04422,22.0625
2904,52533,21.7953,21.4129,5.04824,22.055999999999997
2905,52534,21.7956,21.4242,5.05502,22.0625
2906,52535,21.7735,21.3798,5.03914,22.069000000000003
2907,52536,21.7717,21.3125,5.02653,22.1187
2908,52537,21.7673,21.2903,5.02018,22.0938
2909,52538,21.7628,21.3125,5.02682,22.0498
2910,52539,21.7605,21.2683,5.0351099999999995,21.9688
2911,52540,21.756,21.25,5.03487,21.9688
2912,52541,21.7666,21.2628,5.06264,21.9748
2913,52542,21.7561,21.2685,5.05023,22.0
2914,52543,21.7385,21.25,5.03385,22.006
2915,52544,21.7451,21.2812,5.04805,22.0253
2916,52545,21.736,21.2812,5.04122,22.0057
2917,52546,21.7257,21.25,5.02227,22.0058
2918,52547,21.7207,21.2625,5.036519999999999,22.0312
2919,52548,21.7235,21.3373,5.03501,22.068
2920,52549,21.7183,21.4375,5.01549,22.1306
2921,52550,21.6953,21.480999999999998,5.011080000000001,22.1507
2922,52551,21.7185,21.4688,5.02198,22.1197
2923,52552,21.693,21.4688,4.99378,22.0938
2924,52553,21.7057,21.4688,5.017469999999999,22.0938
2925,52554,21.6995,21.4567,5.01961,22.125
2926,52555,21.7101,21.4255,5.02009,22.125
2927,52556,21.6954,21.4375,5.01355,22.0938
2928,52557,21.6908,21.4256,5.01326,22.125
2929,52558,21.6758,21.3631,5.00269,22.0988
2930,52559,21.6863,21.3008,5.01127,22.1512
2931,52560,21.6561,21.2696,4.9877199999999995,22.0985
2932,52561,21.669,21.2188,5.00516,22.0889
2933,52562,21.6583,21.1875,4.980980000000001,22.0938
2934,52563,21.6605,21.1933,4.99212,22.125
2935,52564,21.6515,21.2303,4.989269999999999,22.0938
2936,52565,21.6558,21.3551,4.9980400000000005,22.0579
2937,52566,21.6556,21.4089,5.00434,22.0088
2938,52567,21.6536,21.4688,4.98942,22.0404
2939,52568,21.666,21.4375,5.0149099999999995,22.0983
2940,52569,21.6646,21.384,5.00061,22.1293
2941,52570,21.6512,21.3326,5.00425,22.1338
2942,52571,21.63,21.3015,4.98539,22.1476
2943,52572,21.6274,21.3125,4.98287,22.1019
2944,52573,21.6125,21.2812,4.976430000000001,22.0938
2945,52574,21.6186,21.2812,4.9978,22.125
2946,52575,21.6059,21.25,4.987,22.0899
2947,52576,21.5947,21.2284,4.97614,22.0938
2948,52577,21.5905,21.1875,4.9806,22.0898
2949,52578,21.5947,21.1769,4.96974,22.09
2950,52579,21.5774,21.2188,4.96742,22.0625
2951,52580,21.5731,21.1458,4.95908,22.0587
2952,52581,21.5733,21.125,4.9762900000000005,22.0277
2953,52582,21.5859,21.125,4.9933,22.0312
2954,52583,21.5558,21.146,4.9632,22.0938
2955,52584,21.5687,21.125,4.98249,22.1183
2956,52585,21.5451,21.1562,4.954619999999999,21.9965
2957,52586,21.5429,21.1664,4.95491,21.9375
2958,52587,21.5404,21.1875,4.97164,21.975
2959,52588,21.5406,21.1562,4.9676599999999995,22.0592
2960,52589,21.5167,21.125,4.94813,21.9904
2961,52590,21.5167,21.1759,4.96974,21.8691
2962,52591,21.5141,21.2188,4.9522,21.8125
2963,52592,21.5165,21.2284,4.95709,21.8438
2964,52593,21.5055,21.2188,4.96514,21.8438
2965,52594,21.5184,21.25,4.973669999999999,21.875
2966,52595,21.5225,21.2691,4.99083,21.8438
2967,52596,21.5098,21.3343,4.97372,21.8724
2968,52597,21.518,21.3532,4.98642,21.909000000000002
2969,52598,21.5096,21.3125,4.976,21.9062
2970,52599,21.5009,21.375,4.96306,21.9351
2971,52600,21.500999999999998,21.3657,4.95884,21.9062
2972,52601,21.5027,21.3529,4.96287,21.875
2973,52602,21.5007,21.3438,4.98002,21.9062
2974,52603,21.4942,21.3659,4.97339,21.9711
2975,52604,21.4687,21.2902,4.950019999999999,22.0
2976,52605,21.4748,21.3125,4.94813,21.9667
2977,52606,21.4601,21.3125,4.93771,21.9665
2978,52607,21.4875,21.2725,4.96946,21.9354
2979,52608,21.475,21.2188,4.9524,21.9026
2980,52609,21.4837,21.2188,4.97633,21.8417
2981,52610,21.4665,21.25,4.959219999999999,21.8125
2982,52611,21.4618,21.2898,4.9587,21.8109
2983,52612,21.4426,21.3125,4.94624,21.8125
2984,52613,21.4493,21.3041,4.95695,21.8472
2985,52614,21.4254,21.2417,4.9397,21.8735
2986,52615,21.4275,21.2812,4.9375599999999995,21.7812
2987,52616,21.4271,21.2934,4.94372,21.7188
2988,52617,21.4185,21.3668,4.94808,21.7201
2989,52618,21.4118,21.3478,4.94372,21.7827
2990,52619,21.4206,21.3589,4.93941,21.7826
2991,52620,21.4228,21.3358,4.95434,21.8125
2992,52621,21.4295,21.2732,4.96131,21.7825
2993,52622,21.4227,21.2421,4.94391,21.8113
2994,52623,21.4357,21.2812,4.965380000000001,21.7519
2995,52624,21.4227,21.3125,4.95443,21.75
2996,52625,21.4141,21.3438,4.93737,21.750999999999998
2997,52626,21.4268,21.3048,4.94993,21.7828
2998,52627,21.4267,21.25,4.94988,21.8438
2999,52628,21.4202,21.2425,4.951919999999999,21.8758
3000,52629,21.414,21.2188,4.950019999999999,21.9062
3001,52630,21.4139,21.25,4.94557,21.8743
3002,52631,21.4074,21.3052,4.9372300000000005,21.875
3003,52632,21.4265,21.3198,4.96064,21.9062
3004,52633,21.4117,21.3438,4.93495,21.9062
3005,52634,21.4246,21.375,4.95424,21.9062
3006,52635,21.4205,21.375,4.96035,21.9062
3007,52636,21.4183,21.3822,4.94149,21.8754
3008,52637,21.4207,21.3993,4.94614,21.9062
