,time,T18,T19,T20,T21
1297,50881,22.8585,22.75,5.032830000000001,22.5956
1298,50882,22.8653,22.7601,5.03947,22.4853
1299,50883,22.8542,22.7397,5.02831,22.4688
1300,50884,22.8621,22.771,5.02117,22.4375
1301,50885,22.8607,22.8334,4.99836,22.3459
1302,50886,22.8608,22.875,4.98294,22.2982
1303,50887,22.8652,22.875,4.98065,22.304000000000002
1304,50888,22.8632,22.8855,4.98075,22.3463
1305,50889,22.859,22.9062,4.95714,22.3226
1306,50890,22.8843,22.8856,4.95864,22.2359
1307,50891,22.8718,22.8857,4.94145,22.2046
1308,50892,22.8739,22.8546,4.936030000000001,22.1735
1309,50893,22.8612,22.8125,4.91555,22.1702
1310,50894,22.8679,22.8438,4.92635,22.264
1311,50895,22.8716,22.8438,4.9238,22.3039
1312,50896,22.8674,22.7812,4.91482,22.2987
1313,50897,22.8718,22.7812,4.8977900000000005,22.3125
1314,50898,22.8612,22.7812,4.87641,22.3886
1315,50899,22.8549,22.8014,4.874280000000001,22.4688
1316,50900,22.8845,22.7812,4.88891,22.5312
1317,50901,22.8716,22.7614,4.8714699999999995,22.538
1318,50902,22.8842,22.7699,4.86451,22.5625
1319,50903,22.8632,22.8011,4.85429,22.576
1320,50904,22.8654,22.7928,4.849819999999999,22.6136
1321,50905,22.8782,22.75,4.85195,22.6875
1322,50906,22.8737,22.7696,4.84131,22.7055
1323,50907,22.8779,22.8007,4.84919,22.6172
1324,50908,22.8676,22.793000000000003,4.82594,22.5
1325,50909,22.8655,22.7812,4.8127,22.4688
1326,50910,22.8848,22.8125,4.832380000000001,22.4872
1327,50911,22.8743,22.8125,4.8127,22.3934
1328,50912,22.8891,22.8558,4.80216,22.2996
1329,50913,22.8809,22.9132,4.79344,22.2686
1330,50914,22.8934,22.9062,4.7975900000000005,22.3252
1331,50915,22.9062,22.8994,4.803719999999999,22.3691
1332,50916,22.898000000000003,22.875,4.79526,22.3938
1333,50917,22.8997,22.894000000000002,4.78435,22.3562
1334,50918,22.8976,22.9375,4.794580000000001,22.3875
1335,50919,22.9078,22.9375,4.7954099999999995,22.4498
1336,50920,22.8895,22.9688,4.77382,22.4564
1337,50921,22.9,23.0,4.77169,22.4375
1338,50922,22.9059,22.9502,4.78378,22.4375
1339,50923,22.8852,22.9375,4.77361,22.4375
1340,50924,22.8891,22.9062,4.77776,22.4496
1341,50925,22.874000000000002,22.8199,4.77797,22.4807
1342,50926,22.8889,22.75,4.79281,22.5312
1343,50927,22.8741,22.737,4.78861,22.5312
1344,50928,22.8675,22.75,4.77781,22.5312
1345,50929,22.8649,22.75,4.78845,22.5118
1346,50930,22.8586,22.7006,4.78653,22.5742
1347,50931,22.8582,22.6562,4.78653,22.5938
1348,50932,22.8347,22.5938,4.77781,22.5706
1349,50933,22.8369,22.5758,4.79494,22.5197
1350,50934,22.8155,22.5625,4.78244,22.5
1351,50935,22.8024,22.5312,4.778230000000001,22.4688
1352,50936,22.7846,22.4957,4.7861199999999995,22.4688
1353,50937,22.7868,22.4511,4.79936,22.5424
1354,50938,22.7717,22.3886,4.7948900000000005,22.5737
1355,50939,22.7585,22.3125,4.78892,22.6138
1356,50940,22.7584,22.2638,4.80169,22.5938
1357,50941,22.7435,22.295,4.79744,22.6361
1358,50942,22.739,22.3299,4.8045,22.6765
1359,50943,22.7281,22.3577,4.81493,22.6142
1360,50944,22.7474,22.4062,4.85755,22.5829
1361,50945,22.7409,22.4235,4.83004,22.5938
1362,50946,22.7365,22.4858,4.80429,22.6562
1363,50947,22.7452,22.4546,4.8126,22.6456
1364,50948,22.7218,22.5,4.7869,22.5724
1365,50949,22.7237,22.5026,4.77361,22.5
1366,50950,22.7109,22.5625,4.76733,22.5312
1367,50951,22.7171,22.5794,4.76696,22.573
1368,50952,22.7172,22.576999999999998,4.77148,22.5938
1369,50953,22.7215,22.5167,4.79053,22.5938
1370,50954,22.719,22.5146,4.77724,22.5834
1371,50955,22.7281,22.5809,4.78046,22.5212
1372,50956,22.728,22.6416,4.793080000000001,22.4688
1373,50957,22.7003,22.6546,4.7504599999999995,22.4688
1374,50958,22.7257,22.6086,4.76728,22.4375
1375,50959,22.7169,22.5,4.73872,22.4062
1376,50960,22.7104,22.4987,4.73373,22.3964
1377,50961,22.7122,22.4849,4.75761,22.3244
1378,50962,22.704,22.4763,4.77537,22.209
1379,50963,22.7063,22.4214,4.8124400000000005,22.166
1380,50964,22.691,22.4062,4.84515,22.1875
1381,50965,22.7042,22.4222,4.8739099999999995,22.2188
1382,50966,22.7058,22.4375,4.90179,22.2595
1383,50967,22.6867,22.4375,4.89774,22.3311
1384,50968,22.6994,22.4375,4.94295,22.4156
1385,50969,22.6912,22.4688,4.95257,22.4781
1386,50970,22.6891,22.4688,4.9596800000000005,22.5358
1387,50971,22.6971,22.4688,5.00826,22.5625
1388,50972,22.6908,22.4688,5.0366599999999995,22.5938
1389,50973,22.68,22.4533,5.02208,22.625
1390,50974,22.6877,22.4608,5.06208,22.6562
1391,50975,22.6886,22.4841,5.0807400000000005,22.7367
1392,50976,22.684,22.5,5.09793,22.7812
1393,50977,22.6845,22.5465,5.1093,22.8037
1394,50978,22.6864,22.5625,5.1309,22.7588
1395,50979,22.6713,22.5324,5.13946,22.8125
1396,50980,22.6737,22.4688,5.15343,22.8524
1397,50981,22.6737,22.4538,5.17669,22.875
1398,50982,22.6797,22.4227,5.1893,22.8521
1399,50983,22.6754,22.3765,5.20041,22.8834
1400,50984,22.6475,22.3438,5.17269,22.9146
1401,50985,22.6515,22.3603,5.19589,22.9062
1402,50986,22.6301,22.3438,5.19641,22.875
1403,50987,22.6303,22.3125,5.20545,22.8668
1404,50988,22.6429,22.326999999999998,5.2184800000000005,22.8438
1405,50989,22.6406,22.4208,5.22497,22.8357
1406,50990,22.6329,22.4603,5.22896,22.7732
1407,50991,22.6365,22.4857,5.2144900000000005,22.7032
1408,50992,22.6279,22.4688,5.22513,22.5938
1409,50993,22.6255,22.483,5.22014,22.5782
1410,50994,22.6301,22.5454,5.21895,22.625
1411,50995,22.6319,22.5938,5.2333300000000005,22.625
1412,50996,22.6319,22.625,5.23338,22.625
1413,50997,22.6279,22.6389,5.22279,22.6562
1414,50998,22.6151,22.611,5.2379,22.6487
1415,50999,22.6234,22.5763,5.235869999999999,22.6562
1416,51000,22.634,22.58,5.25056,22.6562
1417,51001,22.6018,22.5625,5.19465,22.6562
1418,51002,22.6231,22.4864,5.2204,22.6562
1419,51003,22.6063,22.4239,5.19497,22.618000000000002
1420,51004,22.6,22.3886,5.18842,22.5553
1421,51005,22.6209,22.4332,5.211469999999999,22.5312
1422,51006,22.6104,22.4554,5.18593,22.5382
1423,51007,22.61,22.4375,5.14684,22.5868
1424,51008,22.6082,22.4062,5.131419999999999,22.6493
1425,51009,22.6062,22.4062,5.13759,22.625
1426,51010,22.6142,22.4375,5.16734,22.6182
1427,51011,22.6146,22.4375,5.16988,22.6318
1428,51012,22.61,22.3932,5.17201,22.6432
1429,51013,22.6079,22.4062,5.17253,22.5559
1430,51014,22.6082,22.4192,5.19605,22.4688
1431,51015,22.5822,22.4375,5.1597599999999995,22.4688
1432,51016,22.5972,22.4246,5.17887,22.5064
1433,51017,22.5908,22.375,5.18344,22.5249
1434,51018,22.581999999999997,22.3497,5.1725900000000005,22.5373
1435,51019,22.5841,22.375,5.161630000000001,22.625
1436,51020,22.5648,22.3624,5.14658,22.6813
1437,51021,22.5693,22.3188,5.15115,22.6503
1438,51022,22.5644,22.2562,5.15685,22.6562
1439,51023,22.5627,22.2812,5.14658,22.7188
1440,51024,22.5707,22.3125,5.16116,22.7557
1441,51025,22.5471,22.355999999999998,5.12674,22.8438
1442,51026,22.5687,22.3628,5.1590300000000004,22.8808
1443,51027,22.5367,22.2943,5.131469999999999,22.9375
1444,51028,22.5451,22.2188,5.1592400000000005,22.9375
1445,51029,22.5232,22.2307,5.12057,22.9319
1446,51030,22.5444,22.2069,5.13738,22.9116
1447,51031,22.5253,22.1875,5.12031,22.9633
1448,51032,22.521,22.168000000000003,5.13227,22.9688
1449,51033,22.5208,22.2305,5.11605,22.9688
1450,51034,22.5261,22.2812,5.128819999999999,22.9947
1451,51035,22.5128,22.2696,5.11615,22.9688
1452,51036,22.5144,22.2385,5.11148,22.9737
1453,51037,22.51,22.2245,5.13951,23.0625
1454,51038,22.5247,22.25,5.15669,23.0212
1455,51039,22.5082,22.25,5.144340000000001,22.9544
1456,51040,22.5227,22.2699,5.13738,22.9013
1457,51041,22.5142,22.2188,5.12866,22.9375
1458,51042,22.5081,22.1764,5.13126,22.9421
1459,51043,22.4928,22.2099,5.1160000000000005,22.9688
1460,51044,22.5035,22.25,5.1501,22.9688
1461,51045,22.5058,22.239,5.14429,22.9956
1462,51046,22.5034,22.2188,5.14823,22.9688
1463,51047,22.4989,22.2092,5.150469999999999,22.9642
1464,51048,22.5058,22.2812,5.16153,22.9645
1465,51049,22.4949,22.3125,5.1635,22.9019
1466,51050,22.5022,22.3232,5.1719599999999994,22.8438
1467,51051,22.5228,22.365,5.2028,22.8519
1468,51052,22.5076,22.4481,5.20498,22.9062
1469,51053,22.4949,22.4793,5.18354,22.8479
1470,51054,22.5052,22.5312,5.165780000000001,22.8476
1471,51055,22.506,22.5625,5.1531199999999995,22.8926
1472,51056,22.5229,22.5416,5.19163,22.8984
1473,51057,22.5036,22.5518,5.16615,22.8475
1474,51058,22.5463,22.604,5.22616,22.8788
1475,51059,22.5381,22.6664,5.2245,22.9413
1476,51060,22.5298,22.6764,5.22268,23.0
1477,51061,22.5316,22.6774,5.2312,22.9688
1478,51062,22.5425,22.6875,5.26131,22.9339
1479,51063,22.546999999999997,22.6662,5.28114,22.9162
1480,51064,22.5382,22.7088,5.27289,22.9723
1481,51065,22.5556,22.6875,5.3224599999999995,23.0625
1482,51066,22.5493,22.709,5.34448,23.0031
1483,51067,22.5557,22.6562,5.34931,23.0
1484,51068,22.546999999999997,22.6154,5.366280000000001,23.0032
1485,51069,22.5645,22.625,5.36639,23.003
1486,51070,22.5604,22.625,5.3535699999999995,23.0312
1487,51071,22.5604,22.6156,5.3581900000000005,23.0655
1488,51072,22.5752,22.6157,5.3814400000000004,23.0938
1489,51073,22.5776,22.6469,5.38814,23.0567
1490,51074,22.5709,22.6158,5.41399,22.9972
1491,51075,22.561999999999998,22.5442,5.40979,22.9662
1492,51076,22.5583,22.4596,5.39302,22.9973
1493,51077,22.5558,22.375,5.37314,22.9375
1494,51078,22.5347,22.3348,5.33436,22.964000000000002
1495,51079,22.5665,22.3125,5.3426599999999995,22.8412
1496,51080,22.56,22.3125,5.33145,22.6753
1497,51081,22.543000000000003,22.3213,5.2969800000000005,22.4978
1498,51082,22.5619,22.3438,5.24943,22.4399
1499,51083,22.5515,22.4062,5.22726,22.4688
1500,51084,22.5686,22.3836,5.19912,22.4667
1501,51085,22.5497,22.3836,5.20327,22.4375
1502,51086,22.5686,22.4772,5.21609,22.4708
1503,51087,22.5731,22.5,5.23966,22.5
1504,51088,22.5665,22.5,5.23551,22.5
1505,51089,22.5604,22.5083,5.23592,22.5019
1506,51090,22.5815,22.5395,5.25476,22.5641
1507,51091,22.5714,22.5625,5.26204,22.6268
1508,51092,22.5713,22.5938,5.2747,22.625
1509,51093,22.5842,22.5857,5.28826,22.6236
1510,51094,22.601,22.5,5.32215,22.6546
1511,51095,22.5798,22.5,5.3185199999999995,22.5938
1512,51096,22.5882,22.5,5.35268,22.5625
1513,51097,22.5667,22.4688,5.3382,22.5312
1514,51098,22.5648,22.4611,5.35372,22.5326
1515,51099,22.5627,22.4452,5.37984,22.5462
1516,51100,22.5711,22.4062,5.41218,22.47
1517,51101,22.5518,22.4062,5.41015,22.5036
1518,51102,22.5692,22.3825,5.447430000000001,22.5964
1519,51103,22.5664,22.3675,5.45441,22.625
1520,51104,22.5606,22.3438,5.46275,22.5938
1521,51105,22.5774,22.3365,5.4859,22.6257
1522,51106,22.5667,22.3438,5.49498,22.7188
1523,51107,22.5727,22.3197,5.50775,22.7179
1524,51108,22.5622,22.3366,5.50802,22.6865
1525,51109,22.5557,22.375,5.51871,22.5945
1526,51110,22.5621,22.368000000000002,5.54062,22.6238
1527,51111,22.5688,22.375,5.55614,22.5312
1528,51112,22.5582,22.375,5.54747,22.5307
1529,51113,22.5559,22.375,5.5564599999999995,22.5317
1530,51114,22.5431,22.375,5.56481,22.5625
1531,51115,22.5622,22.375,5.580080000000001,22.5938
1532,51116,22.5621,22.3371,5.6035900000000005,22.5622
1533,51117,22.5555,22.3372,5.58869,22.5312
1534,51118,22.5491,22.2812,5.59279,22.4064
1535,51119,22.5556,22.3566,5.59773,22.4375
1536,51120,22.5561,22.4375,5.600169999999999,22.4375
1537,51121,22.5472,22.4688,5.59352,22.4688
1538,51122,22.5473,22.4437,5.60417,22.4686
1539,51123,22.5639,22.475,5.60593,22.4688
1540,51124,22.5602,22.5312,5.60858,22.4375
1541,51125,22.5577,22.5433,5.61912,22.4688
1542,51126,22.545,22.5998,5.604430000000001,22.4375
1543,51127,22.5618,22.631,5.6018300000000005,22.4691
1544,51128,22.5499,22.5879,5.59405,22.5307
1545,51129,22.5603,22.5879,5.6131,22.5
1546,51130,22.5583,22.543000000000003,5.59166,22.5312
1547,51131,22.5691,22.5938,5.6064,22.5312
1548,51132,22.5816,22.6307,5.60827,22.5625
1549,51133,22.5734,22.6562,5.5914,22.6227
1550,51134,22.5879,22.6875,5.59316,22.5938
1551,51135,22.5797,22.6875,5.56959,22.5949
1552,51136,22.599,22.7188,5.5843300000000005,22.5303
1553,51137,22.5909,22.6769,5.55438,22.5312
1554,51138,22.6061,22.651,5.5576300000000005,22.5938
1555,51139,22.5887,22.6303,5.54322,22.5324
1556,51140,22.6038,22.7137,5.5347,22.47
1557,51141,22.6186,22.6849,5.54726,22.5297
1558,51142,22.6165,22.6562,5.5362599999999995,22.5924
1559,51143,22.61,22.6562,5.52982,22.5625
1560,51144,22.6081,22.6513,5.500030000000001,22.5312
1561,51145,22.6255,22.625,5.527480000000001,22.5922
1562,51146,22.6106,22.5985,5.49167,22.5954
1563,51147,22.6149,22.6203,5.4954,22.5625
1564,51148,22.6102,22.5985,5.49535,22.5312
1565,51149,22.6278,22.5892,5.50381,22.5
1566,51150,22.6321,22.5535,5.49753,22.5
1567,51151,22.6297,22.4821,5.4844,22.4062
1568,51152,22.638,22.4418,5.49036,22.4355
1569,51153,22.6212,22.4375,5.486000000000001,22.4688
1570,51154,22.6383,22.4331,5.48169,22.4396
1571,51155,22.6233,22.4021,5.45828,22.4085
1572,51156,22.6316,22.3791,5.46212,22.4062
1573,51157,22.6191,22.4021,5.46207,22.4062
1574,51158,22.6298,22.3671,5.44349,22.4062
1575,51159,22.6191,22.3398,5.4453,22.375
1576,51160,22.6041,22.2773,5.42817,22.2861
1577,51161,22.5956,22.2169,5.42589,22.2526
1578,51162,22.604,22.1913,5.41753,22.1903
1579,51163,22.5888,22.2462,5.4126,22.1901
1580,51164,22.5823,22.2188,5.40408,22.215999999999998
1581,51165,22.5948,22.2188,5.410080000000001,22.1592
1582,51166,22.581999999999997,22.2188,5.39111,22.1278
1583,51167,22.5777,22.125,5.38622,22.125
1584,51168,22.5824,22.1284,5.39334,22.0969
1585,51169,22.5817,22.1597,5.38814,22.122
1586,51170,22.5819,22.1595,5.3801,22.1219
1587,51171,22.5667,22.1907,5.375319999999999,22.1529
1588,51172,22.5753,22.2188,5.36681,22.1219
1589,51173,22.5704,22.1844,5.37225,22.1529
1590,51174,22.5535,22.1501,5.35139,22.1492
1591,51175,22.5467,22.0906,5.3465,22.0938
1592,51176,22.5298,22.0654,5.32322,22.1215
1593,51177,22.531999999999996,22.1279,5.32963,22.1287
1594,51178,22.5255,22.1846,5.31458,22.0625
1595,51179,22.5231,22.1562,5.32039,22.0312
1596,51180,22.5017,22.1223,5.2969800000000005,22.0274
1597,51181,22.5146,22.0598,5.32501,22.0037
1598,51182,22.4907,21.9662,5.299259999999999,22.0274
1599,51183,22.4776,21.9324,5.30092,22.0312
1600,51184,22.4626,21.9062,5.269,22.0625
1601,51185,22.4882,21.9086,5.30092,22.0584
1602,51186,22.4602,21.9688,5.27959,22.0938
1603,51187,22.4639,21.9399,5.27714,22.1792
1604,51188,22.4492,21.9084,5.2796400000000006,22.2457
1605,51189,22.4425,21.9396,5.25994,22.2455
1606,51190,22.438000000000002,22.0022,5.24704,22.2188
1607,51191,22.4338,22.0332,5.24226,22.25
1608,51192,22.4507,22.0312,5.26354,22.2546
1609,51193,22.4428,22.0625,5.2474,22.25
1610,51194,22.451,22.0643,5.2531099999999995,22.1968
1611,51195,22.4468,22.0938,5.2443800000000005,22.2139
1612,51196,22.4444,22.1432,5.2312,22.2453
1613,51197,22.4272,22.1875,5.2204,22.25
1614,51198,22.4448,22.2171,5.22507,22.2188
1615,51199,22.4341,22.1891,5.21635,22.1924
1616,51200,22.4404,22.25,5.20986,22.1562
1617,51201,22.4361,22.2529,5.19928,22.125
1618,51202,22.4402,22.3125,5.21391,22.1562
1619,51203,22.4573,22.3101,5.22211,22.1302
1620,51204,22.4381,22.2188,5.19444,22.1562
1621,51205,22.4403,22.1238,5.2029,22.1303
1622,51206,22.4186,22.0948,5.19221,22.0992
1623,51207,22.4337,22.1261,5.18593,22.0625
1624,51208,22.4338,22.1562,5.18801,22.0938
1625,51209,22.4275,22.1867,5.20306,22.0681
1626,51210,22.4186,22.1866,5.16864,22.037
1627,51211,22.4167,22.1562,5.16864,22.0569
1628,51212,22.4271,22.1881,5.17887,22.088
1629,51213,22.4338,22.2507,5.18982,22.0625
1630,51214,22.4338,22.3125,5.18567,22.0058
1631,51215,22.4273,22.25,5.1792300000000004,21.994
1632,51216,22.4335,22.2188,5.17456,22.0312
1633,51217,22.4228,22.313000000000002,5.16589,22.0625
1634,51218,22.438000000000002,22.375,5.15551,22.1189
1635,51219,22.4232,22.4059,5.15109,22.1562
1636,51220,22.4251,22.375,5.1592400000000005,22.0999
1637,51221,22.4251,22.3749,5.16371,22.1187
1638,51222,22.4187,22.3435,5.1725900000000005,22.1562
1639,51223,22.4358,22.2496,5.1554,22.2686
1640,51224,22.419,22.1563,5.15971,22.25
1641,51225,22.427,22.1251,5.16371,22.2812
1642,51226,22.4143,22.0938,5.15525,22.2812
1643,51227,22.4054,22.0317,5.14206,22.3058
1644,51228,22.4184,22.0312,5.15945,22.2256
1645,51229,22.4122,22.1559,5.16345,22.2433
1646,51230,22.3992,22.1562,5.153169999999999,22.2988
1647,51231,22.4099,22.1871,5.144819999999999,22.3125
1648,51232,22.397,22.1875,5.1397699999999995,22.2256
1649,51233,22.4207,22.2494,5.16392,22.1945
1650,51234,22.4183,22.25,5.15519,22.1875
1651,51235,22.4164,22.3125,5.15956,22.1875
1652,51236,22.4246,22.3125,5.1568,22.1707
1653,51237,22.4096,22.3125,5.14808,22.1875
1654,51238,22.4378,22.3133,5.16812,22.1562
1655,51239,22.4188,22.3428,5.14912,22.1562
1656,51240,22.4271,22.3428,5.14876,22.1799
1657,51241,22.425,22.3447,5.16584,22.25
1658,51242,22.4304,22.3438,5.15493,22.25
1659,51243,22.4508,22.3438,5.17855,22.2422
1660,51244,22.4362,22.4051,5.1616800000000005,22.1875
1661,51245,22.4529,22.4049,5.18515,22.164
1662,51246,22.4338,22.4062,5.16121,22.1795
1663,51247,22.4444,22.4362,5.15068,22.2109
1664,51248,22.4489,22.4375,5.15493,22.2188
1665,51249,22.4513,22.4375,5.16179,22.2188
1666,51250,22.4363,22.3468,5.1595,22.2188
1667,51251,22.4471,22.3455,5.15567,22.2188
1668,51252,22.451,22.3438,5.17855,22.2188
1669,51253,22.4555,22.3438,5.1573199999999995,22.2418
1670,51254,22.4534,22.3438,5.1618900000000005,22.25
1671,51255,22.4513,22.3438,5.16993,22.2188
1672,51256,22.44,22.2519,5.1528,22.1647
1673,51257,22.4339,22.1605,5.14684,22.2102
1674,51258,22.4274,22.0646,5.15031,22.25
1675,51259,22.4143,22.0292,5.13775,22.2727
1676,51260,22.4185,21.9711,5.16568,22.2275
1677,51261,22.4186,21.9398,5.16142,22.1875
1678,51262,22.4142,21.8438,5.17834,22.1787
1679,51263,22.3991,21.815,5.1574800000000005,22.1875
1680,51264,22.3971,21.9325,5.14721,22.1653
1681,51265,22.397,21.9663,5.13604,22.1562
1682,51266,22.3949,22.0027,5.146730000000001,22.2096
1683,51267,22.3926,22.0,5.14222,22.2188
1684,51268,22.386,22.0312,5.13983,22.2188
1685,51269,22.3964,22.1221,5.15212,22.1656
1686,51270,22.397,22.125,5.1703,22.1657
1687,51271,22.4094,22.0966,5.18084,22.1436
1688,51272,22.401,22.0907,5.16392,22.1032
1689,51273,22.4029,22.122,5.18037,22.0721
1690,51274,22.3947,22.1562,5.15727,22.0502
1691,51275,22.3964,22.1843,5.154669999999999,21.9881
1692,51276,22.3946,22.25,5.15519,22.0
1693,51277,22.4034,22.2812,5.1607199999999995,22.0625
1694,51278,22.3818,22.2847,5.13365,22.1151
1695,51279,22.4056,22.2812,5.14679,22.0725
1696,51280,22.3926,22.2255,5.122380000000001,22.0938
1697,51281,22.397,22.2776,5.14222,22.1362
1698,51282,22.4097,22.25,5.16589,22.125
1699,51283,22.4099,22.2536,5.16397,22.1562
1700,51284,22.4115,22.2463,5.19163,22.1671
1701,51285,22.4118,22.3125,5.20887,22.1978
1702,51286,22.4118,22.3438,5.21349,22.2188
1703,51287,22.4055,22.3204,5.16885,22.1875
1704,51288,22.4273,22.2832,5.2028,22.1875
1705,51289,22.408,22.2812,5.1923699999999995,22.2084
1706,51290,22.4168,22.3355,5.17981,22.2394
1707,51291,22.412,22.2771,5.16604,22.2812
1708,51292,22.4227,22.1958,5.16142,22.2812
1709,51293,22.4292,22.1832,5.15945,22.2705
1710,51294,22.4166,22.1562,5.14668,22.2609
1711,51295,22.416,22.1562,5.13526,22.2704
1712,51296,22.4075,22.125,5.11324,22.3217
1713,51297,22.4138,22.1518,5.10867,22.3125
1714,51298,22.4161,22.183000000000003,5.0963199999999995,22.261
1715,51299,22.4186,22.214000000000002,5.087969999999999,22.2188
1716,51300,22.3992,22.1875,5.0789800000000005,22.1988
1717,51301,22.401,22.1875,5.057180000000001,22.1473
1718,51302,22.399,22.1875,5.06133,22.0853
1719,51303,22.4032,22.1875,5.06346,21.9802
1720,51304,22.412,22.1299,5.05058,21.9375
1721,51305,22.4075,22.0415,5.0330900000000005,21.8553
1722,51306,22.4072,21.9738,5.04347,21.8438
1723,51307,22.3988,21.9375,5.04559,21.8438
1724,51308,22.3988,21.9635,5.02883,21.8243
1725,51309,22.388,22.0312,4.99789,21.8125
1726,51310,22.4075,21.974,5.0109699999999995,21.8125
1727,51311,22.384,21.943,5.00266,21.8438
1728,51312,22.3839,22.0258,5.02011,21.8438
1729,51313,22.3774,22.0,5.02618,21.875
1730,51314,22.373,22.0,5.02878,21.875
1731,51315,22.3812,22.0569,5.04788,21.8247
1732,51316,22.3946,22.1506,5.07399,21.8125
1733,51317,22.3856,22.1562,5.08645,21.8314
1734,51318,22.3792,22.1562,5.0738900000000005,21.875
1735,51319,22.394000000000002,22.1758,5.112509999999999,21.9252
1736,51320,22.3704,22.1562,5.08957,21.9437
1737,51321,22.3874,22.1815,5.09819,21.9562
1738,51322,22.3666,22.1815,5.11797,21.95
1739,51323,22.3794,22.1031,5.12461,21.9375
1740,51324,22.3707,22.0876,5.13499,21.956
1741,51325,22.3624,22.1751,5.12758,22.0186
1742,51326,22.3685,22.2749,5.1569,22.0625
1743,51327,22.3687,22.1971,5.16194,22.0625
1744,51328,22.394000000000002,22.1562,5.18987,22.0312
1745,51329,22.3837,22.180999999999997,5.18562,22.0
1746,51330,22.3792,22.25,5.215669999999999,22.0
1747,51331,22.3707,22.2878,5.20535,22.0182
1748,51332,22.3854,22.2812,5.23067,22.0493
1749,51333,22.3641,22.2255,5.233219999999999,22.1071
1750,51334,22.3813,22.2433,5.23125,22.1118
1751,51335,22.3934,22.25,5.26567,22.1496
1752,51336,22.386,22.2569,5.27959,22.1697
1753,51337,22.3796,22.3056,5.26645,22.1562
1754,51338,22.3858,22.3679,5.28613,22.1562
1755,51339,22.3795,22.375,5.2950099999999996,22.25
1756,51340,22.3753,22.3196,5.30778,22.25
1757,51341,22.3641,22.3198,5.3247,22.215
1758,51342,22.3857,22.3125,5.33181,22.1875
1759,51343,22.39,22.2812,5.34921,22.1425
1760,51344,22.3902,22.2812,5.35346,22.1423
1761,51345,22.388,22.2812,5.3448400000000005,22.1875
1762,51346,22.3814,22.305,5.34235,22.2221
1763,51347,22.3835,22.3048,5.35076,22.2359
1764,51348,22.3749,22.2888,5.3273,22.3125
1765,51349,22.3856,22.2028,5.33576,22.2812
1766,51350,22.3793,22.2109,5.34235,22.2474
1767,51351,22.3792,22.25,5.34209,22.25
1768,51352,22.3513,22.2266,5.32538,22.2982
1769,51353,22.3744,22.1411,5.34017,22.326999999999998
1770,51354,22.3425,22.0705,5.32314,22.3271
1771,51355,22.3551,22.008000000000003,5.336069999999999,22.2812
1772,51356,22.3447,21.9688,5.3491,22.3125
1773,51357,22.3446,21.9457,5.33176,22.329
1774,51358,22.3315,21.9457,5.32735,22.3585
1775,51359,22.3251,21.9147,5.32867,22.3676
1776,51360,22.2968,21.8438,5.30575,22.3274
1777,51361,22.2817,21.7897,5.29293,22.3438
1778,51362,22.2748,21.7047,5.292619999999999,22.3761
1779,51363,22.276999999999997,21.6335,5.3056,22.375
1780,51364,22.2744,21.625,5.30497,22.3114
1781,51365,22.253,21.625,5.29646,22.25
1782,51366,22.2592,21.6025,5.30082,22.2188
1783,51367,22.2441,21.6387,5.29215,22.234
1784,51368,22.2416,21.6785,5.29422,22.203000000000003
1785,51369,22.2202,21.7098,5.2706599999999995,22.203000000000003
1786,51370,22.2311,21.7188,5.28571,22.2188
1787,51371,22.2265,21.7629,5.27922,22.2188
1788,51372,22.2161,21.7721,5.27533,22.1718
1789,51373,22.2048,21.7812,5.26998,22.1562
1790,51374,22.2075,21.8125,5.26661,22.1871
1791,51375,22.1922,21.8344,5.2430900000000005,22.1875
1792,51376,22.1944,21.8438,5.2555,22.1408
1793,51377,22.2002,21.8438,5.26598,22.1017
1794,51378,22.2048,21.8655,5.25555,22.0786
1795,51379,22.2026,21.9497,5.28316,22.0777
1796,51380,22.1983,21.9806,5.24896,22.1088
1797,51381,22.2001,22.0,5.2571,22.125
1798,51382,22.1963,21.9785,5.2577300000000005,22.1175
1799,51383,22.2066,21.9688,5.24667,22.0938
1800,51384,22.1898,21.9375,5.2339,22.0476
1801,51385,22.2015,21.9474,5.255240000000001,22.0
1802,51386,22.2029,21.9698,5.23842,21.9375
1803,51387,22.2008,22.0,5.2550300000000005,21.9688
1804,51388,22.2049,22.0836,5.24854,21.8998
1805,51389,22.2052,22.0938,5.24916,21.8678
1806,51390,22.2072,22.125,5.2401800000000005,21.8438
1807,51391,22.2139,22.125,5.22954,21.8895
1808,51392,22.2092,22.0625,5.25269,21.9544
1809,51393,22.215999999999998,22.0625,5.23634,21.9857
1810,51394,22.2031,22.0833,5.20576,21.9688
1811,51395,22.2115,22.0317,5.22248,21.9859
1812,51396,22.1985,21.9582,5.237480000000001,21.9375
1813,51397,22.2096,21.9375,5.26225,21.9602
1814,51398,22.2006,21.9375,5.27896,21.9967
1815,51399,22.1946,21.9688,5.262980000000001,22.0591
1816,51400,22.1901,21.9892,5.2561800000000005,22.1077
1817,51401,22.1967,22.0422,5.25394,22.125
1818,51402,22.1985,22.0625,5.23629,22.1113
1819,51403,22.203000000000003,22.0422,5.23209,22.08
1820,51404,22.1945,22.0424,5.20566,22.0218
1821,51405,22.2029,22.0,5.20556,21.9688
1822,51406,22.1986,21.9688,5.20306,21.9375
